Territory X Date,target
Bulgaria X 5/13/20,0
Bulgaria X 5/14/20,0
Bulgaria X 5/15/20,0
Bulgaria X 5/16/20,0
Bulgaria X 5/17/20,0
Burkina Faso X 5/11/20,0
Burkina Faso X 5/12/20,0
Burkina Faso X 5/13/20,0
Burkina Faso X 5/14/20,0
Burkina Faso X 5/15/20,0
Burkina Faso X 5/16/20,0
Burkina Faso X 5/17/20,0
Burundi X 5/11/20,0
Burundi X 5/12/20,0
Burundi X 5/13/20,0
Burundi X 5/14/20,0
Burundi X 5/15/20,0
Burundi X 5/16/20,0
Burundi X 5/17/20,0
Cabo Verde X 5/11/20,0
Cabo Verde X 5/12/20,0
Cabo Verde X 5/13/20,0
Cabo Verde X 5/14/20,0
Cabo Verde X 5/15/20,0
Cabo Verde X 5/16/20,0
Cabo Verde X 5/17/20,0
Cambodia X 5/11/20,0
Cambodia X 5/12/20,0
Cambodia X 5/13/20,0
Cambodia X 5/14/20,0
Cambodia X 5/15/20,0
Cambodia X 5/16/20,0
Cambodia X 5/17/20,0
Cameroon X 5/11/20,0
Cameroon X 5/12/20,0
Cameroon X 5/13/20,0
Cameroon X 5/14/20,0
Cameroon X 5/15/20,0
Cameroon X 5/16/20,0
Cameroon X 5/17/20,0
Canada X 5/11/20,0
Canada X 5/12/20,0
Canada X 5/13/20,0
Canada X 5/14/20,0
Canada X 5/15/20,0
Canada X 5/16/20,0
Canada X 5/17/20,0
Chad X 5/11/20,0
Chad X 5/12/20,0
Chad X 5/13/20,0
Chad X 5/14/20,0
Chad X 5/15/20,0
Chad X 5/16/20,0
Chad X 5/17/20,0
Chile X 5/11/20,0
Chile X 5/12/20,0
Chile X 5/13/20,0
Chile X 5/14/20,0
Chile X 5/15/20,0
Chile X 5/16/20,0
Chile X 5/17/20,0
China X 5/11/20,0
China X 5/12/20,0
China X 5/13/20,0
China X 5/14/20,0
China X 5/15/20,0
China X 5/16/20,0
China X 5/17/20,0
Colombia X 5/11/20,0
Colombia X 5/12/20,0
Colombia X 5/13/20,0
Colombia X 5/14/20,0
Colombia X 5/15/20,0
Colombia X 5/16/20,0
Colombia X 5/17/20,0
Comoros (the) X 5/11/20,0
Comoros (the) X 5/12/20,0
Comoros (the) X 5/13/20,0
Comoros (the) X 5/14/20,0
Comoros (the) X 5/15/20,0
Comoros (the) X 5/16/20,0
Comoros (the) X 5/17/20,0
Costa Rica X 5/11/20,0
Costa Rica X 5/12/20,0
Costa Rica X 5/13/20,0
Costa Rica X 5/14/20,0
Costa Rica X 5/15/20,0
Costa Rica X 5/16/20,0
Costa Rica X 5/17/20,0
Croatia X 5/11/20,0
Croatia X 5/12/20,0
Croatia X 5/13/20,0
Croatia X 5/14/20,0
Croatia X 5/15/20,0
Croatia X 5/16/20,0
Croatia X 5/17/20,0
Cuba X 5/11/20,0
Cuba X 5/12/20,0
Cuba X 5/13/20,0
Cuba X 5/14/20,0
Cuba X 5/15/20,0
Cuba X 5/16/20,0
Cuba X 5/17/20,0
Cyprus X 5/11/20,0
Cyprus X 5/12/20,0
Cyprus X 5/13/20,0
Cyprus X 5/14/20,0
Cyprus X 5/15/20,0
Cyprus X 5/16/20,0
Cyprus X 5/17/20,0
Czechia X 5/11/20,0
Czechia X 5/12/20,0
Czechia X 5/13/20,0
Czechia X 5/14/20,0
Czechia X 5/15/20,0
Czechia X 5/16/20,0
Czechia X 5/17/20,0
Denmark X 5/11/20,0
Denmark X 5/12/20,0
Denmark X 5/13/20,0
Denmark X 5/14/20,0
Denmark X 5/15/20,0
Denmark X 5/16/20,0
Denmark X 5/17/20,0
Djibouti X 5/11/20,0
Djibouti X 5/12/20,0
Djibouti X 5/13/20,0
Djibouti X 5/14/20,0
Djibouti X 5/15/20,0
Djibouti X 5/16/20,0
Djibouti X 5/17/20,0
Dominica X 5/11/20,0
Dominica X 5/12/20,0
Dominica X 5/13/20,0
Dominica X 5/14/20,0
Dominica X 5/15/20,0
Dominica X 5/16/20,0
Dominica X 5/17/20,0
Ecuador X 5/11/20,0
Ecuador X 5/12/20,0
Ecuador X 5/13/20,0
Ecuador X 5/14/20,0
Ecuador X 5/15/20,0
Ecuador X 5/16/20,0
Ecuador X 5/17/20,0
Egypt X 5/11/20,0
Egypt X 5/12/20,0
Egypt X 5/13/20,0
Egypt X 5/14/20,0
Egypt X 5/15/20,0
Egypt X 5/16/20,0
Egypt X 5/17/20,0
El Salvador X 5/11/20,0
El Salvador X 5/12/20,0
El Salvador X 5/13/20,0
El Salvador X 5/14/20,0
El Salvador X 5/15/20,0
El Salvador X 5/16/20,0
El Salvador X 5/17/20,0
Equatorial Guinea X 5/11/20,0
Equatorial Guinea X 5/12/20,0
Equatorial Guinea X 5/13/20,0
Equatorial Guinea X 5/14/20,0
Equatorial Guinea X 5/15/20,0
Equatorial Guinea X 5/16/20,0
Equatorial Guinea X 5/17/20,0
Eritrea X 5/11/20,0
Eritrea X 5/12/20,0
Eritrea X 5/13/20,0
Eritrea X 5/14/20,0
Eritrea X 5/15/20,0
Eritrea X 5/16/20,0
Eritrea X 5/17/20,0
Estonia X 5/11/20,0
Estonia X 5/12/20,0
Estonia X 5/13/20,0
Estonia X 5/14/20,0
Estonia X 5/15/20,0
Estonia X 5/16/20,0
Estonia X 5/17/20,0
Eswatini X 5/11/20,0
Eswatini X 5/12/20,0
Eswatini X 5/13/20,0
Eswatini X 5/14/20,0
Eswatini X 5/15/20,0
Eswatini X 5/16/20,0
Eswatini X 5/17/20,0
Ethiopia X 5/11/20,0
Ethiopia X 5/12/20,0
Ethiopia X 5/13/20,0
Ethiopia X 5/14/20,0
Ethiopia X 5/15/20,0
Ethiopia X 5/16/20,0
Ethiopia X 5/17/20,0
Faroe Islands X 5/11/20,0
Faroe Islands X 5/12/20,0
Faroe Islands X 5/13/20,0
Faroe Islands X 5/14/20,0
Faroe Islands X 5/15/20,0
Faroe Islands X 5/16/20,0
Faroe Islands X 5/17/20,0
Fiji X 5/11/20,0
Fiji X 5/12/20,0
Fiji X 5/13/20,0
Fiji X 5/14/20,0
Fiji X 5/15/20,0
Fiji X 5/16/20,0
Fiji X 5/17/20,0
Finland X 5/11/20,0
Finland X 5/12/20,0
Finland X 5/13/20,0
Finland X 5/14/20,0
Finland X 5/15/20,0
Finland X 5/16/20,0
Finland X 5/17/20,0
France X 5/11/20,0
France X 5/12/20,0
France X 5/13/20,0
France X 5/14/20,0
France X 5/15/20,0
France X 5/16/20,0
France X 5/17/20,0
French Guiana X 5/11/20,0
French Guiana X 5/12/20,0
French Guiana X 5/13/20,0
French Guiana X 5/14/20,0
French Guiana X 5/15/20,0
French Guiana X 5/16/20,0
French Guiana X 5/17/20,0
French Polynesia X 5/11/20,0
French Polynesia X 5/12/20,0
French Polynesia X 5/13/20,0
French Polynesia X 5/14/20,0
French Polynesia X 5/15/20,0
French Polynesia X 5/16/20,0
French Polynesia X 5/17/20,0
Gabon X 5/11/20,0
Gabon X 5/12/20,0
Gabon X 5/13/20,0
Gabon X 5/14/20,0
Gabon X 5/15/20,0
Gabon X 5/16/20,0
Gabon X 5/17/20,0
Georgia X 5/11/20,0
Georgia X 5/12/20,0
Georgia X 5/13/20,0
Georgia X 5/14/20,0
Georgia X 5/15/20,0
Georgia X 5/16/20,0
Georgia X 5/17/20,0
Germany X 5/11/20,0
Germany X 5/12/20,0
Germany X 5/13/20,0
Germany X 5/14/20,0
Germany X 5/15/20,0
Germany X 5/16/20,0
Germany X 5/17/20,0
Ghana X 5/11/20,0
Ghana X 5/12/20,0
Ghana X 5/13/20,0
Ghana X 5/14/20,0
Ghana X 5/15/20,0
Ghana X 5/16/20,0
Ghana X 5/17/20,0
Greece X 5/11/20,0
Greece X 5/12/20,0
Greece X 5/13/20,0
Greece X 5/14/20,0
Greece X 5/15/20,0
Greece X 5/16/20,0
Greece X 5/17/20,0
Greenland X 5/11/20,0
Greenland X 5/12/20,0
Greenland X 5/13/20,0
Greenland X 5/14/20,0
Greenland X 5/15/20,0
Greenland X 5/16/20,0
Greenland X 5/17/20,0
Grenada X 5/11/20,0
Grenada X 5/12/20,0
Grenada X 5/13/20,0
Grenada X 5/14/20,0
Grenada X 5/15/20,0
Grenada X 5/16/20,0
Grenada X 5/17/20,0
Guadeloupe X 5/11/20,0
Guadeloupe X 5/12/20,0
Guadeloupe X 5/13/20,0
Guadeloupe X 5/14/20,0
Guadeloupe X 5/15/20,0
Guadeloupe X 5/16/20,0
Guadeloupe X 5/17/20,0
Guatemala X 5/11/20,0
Guatemala X 5/12/20,0
Guatemala X 5/13/20,0
Guatemala X 5/14/20,0
Guatemala X 5/15/20,0
Guatemala X 5/16/20,0
Guatemala X 5/17/20,0
Guinea X 5/11/20,0
Guinea X 5/12/20,0
Guinea X 5/13/20,0
Guinea X 5/14/20,0
Guinea X 5/15/20,0
Guinea X 5/16/20,0
Guinea X 5/17/20,0
Guinea-Bissau X 5/11/20,0
Guinea-Bissau X 5/12/20,0
Guinea-Bissau X 5/13/20,0
Guinea-Bissau X 5/14/20,0
Guinea-Bissau X 5/15/20,0
Guinea-Bissau X 5/16/20,0
Guinea-Bissau X 5/17/20,0
Guyana X 5/11/20,0
Guyana X 5/12/20,0
Guyana X 5/13/20,0
Guyana X 5/14/20,0
Guyana X 5/15/20,0
Guyana X 5/16/20,0
Guyana X 5/17/20,0
Haiti X 5/11/20,0
Haiti X 5/12/20,0
Haiti X 5/13/20,0
Haiti X 5/14/20,0
Haiti X 5/15/20,0
Haiti X 5/16/20,0
Haiti X 5/17/20,0
Honduras X 5/11/20,0
Honduras X 5/12/20,0
Honduras X 5/13/20,0
Honduras X 5/14/20,0
Honduras X 5/15/20,0
Honduras X 5/16/20,0
Honduras X 5/17/20,0
Hungary X 5/11/20,0
Hungary X 5/12/20,0
Hungary X 5/13/20,0
Hungary X 5/14/20,0
Hungary X 5/15/20,0
Hungary X 5/16/20,0
Hungary X 5/17/20,0
Iceland X 5/11/20,0
Iceland X 5/12/20,0
Iceland X 5/13/20,0
Iceland X 5/14/20,0
Iceland X 5/15/20,0
Iceland X 5/16/20,0
Iceland X 5/17/20,0
India X 5/11/20,0
India X 5/12/20,0
India X 5/13/20,0
India X 5/14/20,0
India X 5/15/20,0
India X 5/16/20,0
India X 5/17/20,0
Indonesia X 5/11/20,0
Indonesia X 5/12/20,0
Indonesia X 5/13/20,0
Indonesia X 5/14/20,0
Indonesia X 5/15/20,0
Indonesia X 5/16/20,0
Indonesia X 5/17/20,0
Iraq X 5/11/20,0
Iraq X 5/12/20,0
Iraq X 5/13/20,0
Iraq X 5/14/20,0
Iraq X 5/15/20,0
Iraq X 5/16/20,0
Iraq X 5/17/20,0
Ireland X 5/11/20,0
Ireland X 5/12/20,0
Ireland X 5/13/20,0
Ireland X 5/14/20,0
Ireland X 5/15/20,0
Ireland X 5/16/20,0
Ireland X 5/17/20,0
Israel X 5/11/20,0
Israel X 5/12/20,0
Israel X 5/13/20,0
Israel X 5/14/20,0
Israel X 5/15/20,0
Israel X 5/16/20,0
Israel X 5/17/20,0
Italy X 5/11/20,0
Italy X 5/12/20,0
Italy X 5/13/20,0
Italy X 5/14/20,0
Italy X 5/15/20,0
Italy X 5/16/20,0
Italy X 5/17/20,0
Jamaica X 5/11/20,0
Jamaica X 5/12/20,0
Jamaica X 5/13/20,0
Jamaica X 5/14/20,0
Jamaica X 5/15/20,0
Jamaica X 5/16/20,0
Jamaica X 5/17/20,0
Japan X 5/11/20,0
Japan X 5/12/20,0
Japan X 5/13/20,0
Japan X 5/14/20,0
Japan X 5/15/20,0
Japan X 5/16/20,0
Japan X 5/17/20,0
Jordan X 5/11/20,0
Jordan X 5/12/20,0
Jordan X 5/13/20,0
Jordan X 5/14/20,0
Jordan X 5/15/20,0
Jordan X 5/16/20,0
Jordan X 5/17/20,0
Kazakhstan X 5/11/20,0
Kazakhstan X 5/12/20,0
Kazakhstan X 5/13/20,0
Kazakhstan X 5/14/20,0
Kazakhstan X 5/15/20,0
Kazakhstan X 5/16/20,0
Kazakhstan X 5/17/20,0
Kenya X 5/11/20,0
Kenya X 5/12/20,0
Kenya X 5/13/20,0
Kenya X 5/14/20,0
Kenya X 5/15/20,0
Kenya X 5/16/20,0
Kenya X 5/17/20,0
Kiribati X 5/11/20,0
Kiribati X 5/12/20,0
Kiribati X 5/13/20,0
Kiribati X 5/14/20,0
Kiribati X 5/15/20,0
Kiribati X 5/16/20,0
Kiribati X 5/17/20,0
Kuwait X 5/11/20,0
Kuwait X 5/12/20,0
Kuwait X 5/13/20,0
Kuwait X 5/14/20,0
Kuwait X 5/15/20,0
Kuwait X 5/16/20,0
Kuwait X 5/17/20,0
Kyrgyzstan X 5/11/20,0
Kyrgyzstan X 5/12/20,0
Kyrgyzstan X 5/13/20,0
Kyrgyzstan X 5/14/20,0
Kyrgyzstan X 5/15/20,0
Kyrgyzstan X 5/16/20,0
Kyrgyzstan X 5/17/20,0
Latvia X 5/11/20,0
Latvia X 5/12/20,0
Latvia X 5/13/20,0
Latvia X 5/14/20,0
Latvia X 5/15/20,0
Latvia X 5/16/20,0
Latvia X 5/17/20,0
Lebanon X 5/11/20,0
Lebanon X 5/12/20,0
Lebanon X 5/13/20,0
Lebanon X 5/14/20,0
Lebanon X 5/15/20,0
Lebanon X 5/16/20,0
Lebanon X 5/17/20,0
Lesotho X 5/11/20,0
Lesotho X 5/12/20,0
Lesotho X 5/13/20,0
Lesotho X 5/14/20,0
Lesotho X 5/15/20,0
Lesotho X 5/16/20,0
Lesotho X 5/17/20,0
Liberia X 5/11/20,0
Liberia X 5/12/20,0
Liberia X 5/13/20,0
Liberia X 5/14/20,0
Liberia X 5/15/20,0
Liberia X 5/16/20,0
Liberia X 5/17/20,0
Libya X 5/11/20,0
Libya X 5/12/20,0
Libya X 5/13/20,0
Libya X 5/14/20,0
Libya X 5/15/20,0
Libya X 5/16/20,0
Libya X 5/17/20,0
Liechtenstein X 5/11/20,0
Liechtenstein X 5/12/20,0
Liechtenstein X 5/13/20,0
Liechtenstein X 5/14/20,0
Liechtenstein X 5/15/20,0
Liechtenstein X 5/16/20,0
Liechtenstein X 5/17/20,0
Lithuania X 5/11/20,0
Lithuania X 5/12/20,0
Lithuania X 5/13/20,0
Lithuania X 5/14/20,0
Lithuania X 5/15/20,0
Lithuania X 5/16/20,0
Lithuania X 5/17/20,0
Luxembourg X 5/11/20,0
Luxembourg X 5/12/20,0
Luxembourg X 5/13/20,0
Luxembourg X 5/14/20,0
Luxembourg X 5/15/20,0
Luxembourg X 5/16/20,0
Luxembourg X 5/17/20,0
Madagascar X 5/11/20,0
Madagascar X 5/12/20,0
Madagascar X 5/13/20,0
Madagascar X 5/14/20,0
Madagascar X 5/15/20,0
Madagascar X 5/16/20,0
Madagascar X 5/17/20,0
Malawi X 5/11/20,0
Malawi X 5/12/20,0
Malawi X 5/13/20,0
Malawi X 5/14/20,0
Malawi X 5/15/20,0
Malawi X 5/16/20,0
Malawi X 5/17/20,0
Malaysia X 5/11/20,0
Malaysia X 5/12/20,0
Malaysia X 5/13/20,0
Malaysia X 5/14/20,0
Malaysia X 5/15/20,0
Malaysia X 5/16/20,0
Malaysia X 5/17/20,0
Maldives X 5/11/20,0
Maldives X 5/12/20,0
Maldives X 5/13/20,0
Maldives X 5/14/20,0
Maldives X 5/15/20,0
Maldives X 5/16/20,0
Maldives X 5/17/20,0
Mali X 5/11/20,0
Mali X 5/12/20,0
Mali X 5/13/20,0
Mali X 5/14/20,0
Mali X 5/15/20,0
Mali X 5/16/20,0
Mali X 5/17/20,0
Malta X 5/11/20,0
Malta X 5/12/20,0
Malta X 5/13/20,0
Malta X 5/14/20,0
Malta X 5/15/20,0
Malta X 5/16/20,0
Malta X 5/17/20,0
Marshall Islands (the) X 5/11/20,0
Marshall Islands (the) X 5/12/20,0
Marshall Islands (the) X 5/13/20,0
Marshall Islands (the) X 5/14/20,0
Marshall Islands (the) X 5/15/20,0
Marshall Islands (the) X 5/16/20,0
Marshall Islands (the) X 5/17/20,0
Mauritania X 5/11/20,0
Mauritania X 5/12/20,0
Mauritania X 5/13/20,0
Mauritania X 5/14/20,0
Mauritania X 5/15/20,0
Mauritania X 5/16/20,0
Mauritania X 5/17/20,0
Mauritius X 5/11/20,0
Mauritius X 5/12/20,0
Mauritius X 5/13/20,0
Mauritius X 5/14/20,0
Mauritius X 5/15/20,0
Mauritius X 5/16/20,0
Mauritius X 5/17/20,0
Mayotte X 5/11/20,0
Mayotte X 5/12/20,0
Mayotte X 5/13/20,0
Mayotte X 5/14/20,0
Mayotte X 5/15/20,0
Mayotte X 5/16/20,0
Mayotte X 5/17/20,0
Mexico X 5/11/20,0
Mexico X 5/12/20,0
Mexico X 5/13/20,0
Mexico X 5/14/20,0
Mexico X 5/15/20,0
Mexico X 5/16/20,0
Mexico X 5/17/20,0
Micronesia (Federated States of) X 5/11/20,0
Micronesia (Federated States of) X 5/12/20,0
Micronesia (Federated States of) X 5/13/20,0
Micronesia (Federated States of) X 5/14/20,0
Micronesia (Federated States of) X 5/15/20,0
Micronesia (Federated States of) X 5/16/20,0
Micronesia (Federated States of) X 5/17/20,0
Monaco X 5/11/20,0
Monaco X 5/12/20,0
Monaco X 5/13/20,0
Monaco X 5/14/20,0
Monaco X 5/15/20,0
Monaco X 5/16/20,0
Monaco X 5/17/20,0
Mongolia X 5/11/20,0
Mongolia X 5/12/20,0
Mongolia X 5/13/20,0
Mongolia X 5/14/20,0
Mongolia X 5/15/20,0
Mongolia X 5/16/20,0
Mongolia X 5/17/20,0
Montenegro X 5/11/20,0
Montenegro X 5/12/20,0
Montenegro X 5/13/20,0
Montenegro X 5/14/20,0
Montenegro X 5/15/20,0
Montenegro X 5/16/20,0
Montenegro X 5/17/20,0
Morocco X 5/11/20,0
Morocco X 5/12/20,0
Morocco X 5/13/20,0
Morocco X 5/14/20,0
Morocco X 5/15/20,0
Morocco X 5/16/20,0
Morocco X 5/17/20,0
Mozambique X 5/11/20,0
Mozambique X 5/12/20,0
Mozambique X 5/13/20,0
Mozambique X 5/14/20,0
Mozambique X 5/15/20,0
Mozambique X 5/16/20,0
Mozambique X 5/17/20,0
Myanmar X 5/11/20,0
Myanmar X 5/12/20,0
Myanmar X 5/13/20,0
Myanmar X 5/14/20,0
Myanmar X 5/15/20,0
Myanmar X 5/16/20,0
Myanmar X 5/17/20,0
Namibia X 5/11/20,0
Namibia X 5/12/20,0
Namibia X 5/13/20,0
Namibia X 5/14/20,0
Namibia X 5/15/20,0
Namibia X 5/16/20,0
Namibia X 5/17/20,0
Nauru X 5/11/20,0
Nauru X 5/12/20,0
Nauru X 5/13/20,0
Nauru X 5/14/20,0
Nauru X 5/15/20,0
Nauru X 5/16/20,0
Nauru X 5/17/20,0
Nepal X 5/11/20,0
Nepal X 5/12/20,0
Nepal X 5/13/20,0
Nepal X 5/14/20,0
Nepal X 5/15/20,0
Nepal X 5/16/20,0
Nepal X 5/17/20,0
New Caledonia X 5/11/20,0
New Caledonia X 5/12/20,0
New Caledonia X 5/13/20,0
New Caledonia X 5/14/20,0
New Caledonia X 5/15/20,0
New Caledonia X 5/16/20,0
New Caledonia X 5/17/20,0
New Zealand X 5/11/20,0
New Zealand X 5/12/20,0
New Zealand X 5/13/20,0
New Zealand X 5/14/20,0
New Zealand X 5/15/20,0
New Zealand X 5/16/20,0
New Zealand X 5/17/20,0
Nicaragua X 5/11/20,0
Nicaragua X 5/12/20,0
Nicaragua X 5/13/20,0
Nicaragua X 5/14/20,0
Nicaragua X 5/15/20,0
Nicaragua X 5/16/20,0
Nicaragua X 5/17/20,0
Nigeria X 5/11/20,0
Nigeria X 5/12/20,0
Nigeria X 5/13/20,0
Nigeria X 5/14/20,0
Nigeria X 5/15/20,0
Nigeria X 5/16/20,0
Nigeria X 5/17/20,0
Norway X 5/11/20,0
Norway X 5/12/20,0
Norway X 5/13/20,0
Norway X 5/14/20,0
Norway X 5/15/20,0
Norway X 5/16/20,0
Norway X 5/17/20,0
Oman X 5/11/20,0
Oman X 5/12/20,0
Oman X 5/13/20,0
Oman X 5/14/20,0
Oman X 5/15/20,0
Oman X 5/16/20,0
Oman X 5/17/20,0
Pakistan X 5/11/20,0
Pakistan X 5/12/20,0
Pakistan X 5/13/20,0
Pakistan X 5/14/20,0
Pakistan X 5/15/20,0
Pakistan X 5/16/20,0
Pakistan X 5/17/20,0
Palau X 5/11/20,0
Palau X 5/12/20,0
Palau X 5/13/20,0
Palau X 5/14/20,0
Palau X 5/15/20,0
Palau X 5/16/20,0
Palau X 5/17/20,0
Panama X 5/11/20,0
Panama X 5/12/20,0
Panama X 5/13/20,0
Panama X 5/14/20,0
Panama X 5/15/20,0
Panama X 5/16/20,0
Panama X 5/17/20,0
Papua New Guinea X 5/11/20,0
Papua New Guinea X 5/12/20,0
Papua New Guinea X 5/13/20,0
Papua New Guinea X 5/14/20,0
Papua New Guinea X 5/15/20,0
Papua New Guinea X 5/16/20,0
Papua New Guinea X 5/17/20,0
Paraguay X 5/11/20,0
Paraguay X 5/12/20,0
Paraguay X 5/13/20,0
Paraguay X 5/14/20,0
Paraguay X 5/15/20,0
Paraguay X 5/16/20,0
Paraguay X 5/17/20,0
Peru X 5/11/20,0
Peru X 5/12/20,0
Peru X 5/13/20,0
Peru X 5/14/20,0
Peru X 5/15/20,0
Peru X 5/16/20,0
Peru X 5/17/20,0
Poland X 5/11/20,0
Poland X 5/12/20,0
Poland X 5/13/20,0
Poland X 5/14/20,0
Poland X 5/15/20,0
Poland X 5/16/20,0
Poland X 5/17/20,0
Portugal X 5/11/20,0
Portugal X 5/12/20,0
Portugal X 5/13/20,0
Portugal X 5/14/20,0
Portugal X 5/15/20,0
Portugal X 5/16/20,0
Portugal X 5/17/20,0
Qatar X 5/11/20,0
Qatar X 5/12/20,0
Qatar X 5/13/20,0
Qatar X 5/14/20,0
Qatar X 5/15/20,0
Qatar X 5/16/20,0
Qatar X 5/17/20,0
Republic of Korea (the) X 5/11/20,0
Republic of Korea (the) X 5/12/20,0
Republic of Korea (the) X 5/13/20,0
Republic of Korea (the) X 5/14/20,0
Republic of Korea (the) X 5/15/20,0
Republic of Korea (the) X 5/16/20,0
Republic of Korea (the) X 5/17/20,0
Reunion X 5/11/20,0
Reunion X 5/12/20,0
Reunion X 5/13/20,0
Reunion X 5/14/20,0
Reunion X 5/15/20,0
Reunion X 5/16/20,0
Reunion X 5/17/20,0
Romania X 5/11/20,0
Romania X 5/12/20,0
Romania X 5/13/20,0
Romania X 5/14/20,0
Romania X 5/15/20,0
Romania X 5/16/20,0
Romania X 5/17/20,0
Rwanda X 5/11/20,0
Rwanda X 5/12/20,0
Rwanda X 5/13/20,0
Rwanda X 5/14/20,0
Rwanda X 5/15/20,0
Rwanda X 5/16/20,0
Rwanda X 5/17/20,0
Saint Barthelemy X 5/11/20,0
Saint Barthelemy X 5/12/20,0
Saint Barthelemy X 5/13/20,0
Saint Barthelemy X 5/14/20,0
Saint Barthelemy X 5/15/20,0
Saint Barthelemy X 5/16/20,0
Saint Barthelemy X 5/17/20,0
Saint Kitts and Nevis X 5/11/20,0
Saint Kitts and Nevis X 5/12/20,0
